Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Month Number
246,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Lane Ramos,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0.0,41.68000000000001,2014,June,6
247,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Gage Goodman,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0.0,23.94,2014,June,6
248,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Akeem Martinez,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,0.0,496.07249999999993,2014,June,6
249,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Joelle Moss,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,25.92,4,0.0,12.441600000000001,2014,June,6
250,CA-2016-154739,2016-12-10,2016-12-15,Second Class,LH-17155,Elliott Mayer,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.137200000000007,2016,December,12
251,CA-2016-145625,2016-09-11,2016-09-17,Standard Class,KC-16540,Jesse Livingston,Consumer,United States,San Diego,California,92037,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0.0,3.5766999999999998,2016,September,9
252,CA-2016-145625,2016-09-11,2016-09-17,Standard Class,KC-16540,Benjamin Mejia,Consumer,United States,San Diego,California,92037,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13,0.0,636.0002999999997,2016,September,9
253,CA-2016-146941,2016-12-10,2016-12-13,First Class,DL-13315,Carter Roberts,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0.0,22.562400000000004,2016,December,12
254,CA-2016-146941,2016-12-10,2016-12-13,First Class,DL-13315,Kuame Thompson,Consumer,United States,New York City,New York,10024,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0.0,162.864,2016,December,12
255,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Pandora Simmons,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132000000000001,9,0.6,-8.492399999999998,2015,November,11
256,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Thane Cote,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.562399999999997,2015,November,11
257,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Nita Hendrix,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92,5,0.2,4.043999999999997,2015,November,11
258,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Kalia Compton,Corporate,United States,Chicago,Illinois,60623,Central,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,647.904,6,0.2,56.691599999999966,2015,November,11
259,CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,Mufutau Valdez,Consumer,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,3,0.0,6.925800000000001,2017,December,12
260,CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,Murphy Crane,Consumer,United States,New York City,New York,10009,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,221.54999999999998,3,0.0,6.646500000000017,2017,December,12
261,CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,Reed Johnson,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52,5,0.2,6.131999999999999,2017,December,12
262,US-2017-155299,2017-06-08,2017-06-12,Standard Class,Dl-13600,Veronica Wolfe,Corporate,United States,Pasadena,Texas,77506,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.6239999999999994,2,0.8,-4.466,2017,June,6
263,US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Kadeem Anderson,Corporate,United States,Houston,Texas,77036,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,3,0.4,-509.99700000000075,2014,September,9
264,US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Allegra Fuller,Corporate,United States,Houston,Texas,77036,Central,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.9579999999996,7,0.4,-251.99579999999992,2014,September,9
265,CA-2016-125318,2016-06-06,2016-06-13,Standard Class,RC-19825,Yolanda Coffey,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224,4,0.2,28.7196,2016,June,6
266,CA-2015-155040,2015-11-10,2015-11-15,Standard Class,AH-10210,Arsenio Blevins,Consumer,United States,Brentwood,California,94513,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,0.0,35.156000000000006,2015,November,11
267,CA-2017-136826,2017-06-16,2017-06-20,Standard Class,CB-12535,Kimberley Lawson,Corporate,United States,Chapel Hill,North Carolina,27514,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.015999999999998,3,0.2,4.7303999999999995,2017,June,6
268,CA-2016-111010,2016-01-22,2016-01-28,Standard Class,PG-18895,Castor Rhodes,Consumer,United States,Morristown,New Jersey,7960,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.5600000000000005,6,0.0,0.3024,2016,January,1
269,US-2017-145366,2017-12-09,2017-12-13,Standard Class,CA-12310,Odysseus Gonzales,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,37.208,1,0.2,-7.441600000000001,2017,December,12
270,US-2017-145366,2017-12-09,2017-12-13,Standard Class,CA-12310,Oleg Mcdaniel,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,21.591,2017,December,12
271,CA-2017-163979,2017-12-28,2018-01-02,Second Class,KH-16690,Murphy Hendrix,Corporate,United States,San Francisco,California,94110,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0.0,210.4935999999999,2017,December,12
272,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Gareth Levy,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.92999999999998,7,0.0,92.36920000000002,2015,July,7
273,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Casey Barrett,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,5.28,3,0.0,2.3232000000000004,2015,July,7
274,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Olga Dillon,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,10.92,3,0.2,4.094999999999999,2015,July,7
275,CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,Latifah Leach,Corporate,United States,Inglewood,California,90301,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0.0,4.0572,2017,September,9
276,CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,Orlando Mccoy,Corporate,United States,Inglewood,California,90301,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,5.98,1,0.0,1.5548000000000002,2017,September,9
277,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Nissim Baird,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648000000000001,2,0.2,4.0768,2017,October,10
278,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Tiger Meadows,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4,0.2,5.907199999999999,2017,October,10
279,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Elvis Pratt,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,59.712,6,0.2,5.9712,2017,October,10
280,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Veronica Henson,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,24.839999999999996,3,0.2,8.694,2017,October,10
281,US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Oliver Barnes,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,2.0799999999999996,5,0.8,-3.4320000000000004,2015,September,9
282,US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Hedley Roach,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11,2015,September,9
283,CA-2015-130890,2015-11-02,2015-11-06,Standard Class,JO-15280,Jessica Zimmerman,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.94200000000001,2015,November,11
284,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Steel James,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,141.76,5,0.2,47.843999999999994,2015,September,9
285,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Kane Quinn,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,239.80000000000004,5,0.2,47.95999999999999,2015,September,9
286,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Olga Wallace,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104000000000006,6,0.2,10.8864,2015,September,9
287,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Mason Drake,Corporate,United States,Tamarac,Florida,33319,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.05800000000002,7,0.7,-169.3719999999999,2016,December,12
288,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Kyle Rutledge,Corporate,United States,Tamarac,Florida,33319,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.52800000000002,2,0.2,24.315999999999974,2016,December,12
289,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Mark Golden,Corporate,United States,Tamarac,Florida,33319,South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961.4800000000001,5,0.2,-204.31449999999995,2016,December,12
290,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Hiram White,Home Office,United States,Columbus,Ohio,43229,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096,7,0.2,6.683599999999999,2016,November,11
291,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Olympia Branch,Home Office,United States,Columbus,Ohio,43229,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,18.496000000000002,8,0.2,6.2424,2016,November,11
292,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Jason Michael,Home Office,United States,Columbus,Ohio,43229,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.98400000000004,2,0.2,54.39660000000001,2016,November,11
293,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Kieran Neal,Home Office,United States,Columbus,Ohio,43229,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.703199999999995,2016,November,11
294,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Adena Reynolds,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592,2014,December,12
295,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Ishmael Langley,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.35200000000003,3,0.2,20.155800000000013,2014,December,12
296,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Yolanda Pope,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.35200000000003,3,0.2,-24.5646,2014,December,12
297,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Ella Elliott,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.60000000000001,5,0.7,-62.88000000000001,2014,December,12
298,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Basil Conner,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552000000000003,3,0.2,9.298799999999996,2014,December,12
299,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Blair Slater,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.400000000000006,5,0.0,15.552000000000001,2016,October,10
300,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Donna Shepard,Corporate,United States,Belleville,New Jersey,7109,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0.0,10.824800000000096,2016,October,10
301,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Moses Huff,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,56.91,3,0.0,27.316799999999997,2016,October,10
302,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Martina Merrill,Corporate,United States,Belleville,New Jersey,7109,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.0,38.023999999999994,2016,October,10
303,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Kuame Hayes,Corporate,United States,Belleville,New Jersey,7109,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0.0,6.5687999999999995,2016,October,10
304,US-2017-152380,2017-11-19,2017-11-23,Standard Class,JH-15910,Mara Patterson,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,219.07500000000002,3,0.5,-131.44500000000005,2017,November,11
305,CA-2015-144253,2015-05-04,2015-05-09,Second Class,AS-10225,Noel Donaldson,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0.0,12.863999999999999,2015,May,5
306,CA-2014-130960,2014-12-30,2015-01-04,Standard Class,KB-16600,Nigel Curtis,Corporate,United States,Taylor,Michigan,48180,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,3,0.0,2.853599999999999,2014,December,12
307,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Troy Giles,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.480000000000004,3,0.0,20.9208,2014,June,6
308,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Genevieve Pearson,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.20000000000005,6,0.0,83.86799999999997,2014,June,6
309,CA-2017-126774,2017-04-15,2017-04-17,First Class,SH-20395,Maris Hall,Consumer,United States,Arlington,Virginia,22204,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,0.0,2.0049,2017,April,4
310,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Tana Rodgers,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136000000000003,4,0.2,3.594800000000001,2016,September,9
311,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Montana Daugherty,Corporate,United States,Arvada,Colorado,80004,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.76800000000003,2,0.2,52.51139999999998,2016,September,9
312,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Walter Bass,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7135999999999978,2016,September,9
313,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Clementine Mccall,Corporate,United States,Arvada,Colorado,80004,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,6.264,3,0.2,2.0358,2016,September,9
314,CA-2014-120887,2014-09-27,2014-10-03,Standard Class,TS-21205,Samantha Dodson,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.53999999999999,3,0.0,37.6422,2014,September,9
315,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,Isabella Wong,Corporate,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,178.38400000000001,2,0.2,22.297999999999973,2014,August,8
316,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,Zeph Saunders,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552000000000003,3,0.2,5.4432,2014,August,8
317,CA-2014-164259,2014-12-28,2014-12-30,First Class,SP-20860,Lane Pierce,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.13600000000001,4,0.2,8.674399999999995,2014,December,12
318,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Uta Hudson,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.156800000000004,2014,November,11
319,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Eric Brennan,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0.0,1995.99,2014,November,11
320,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Leila Melton,Home Office,United States,New York City,New York,10024,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,6,0.0,80.0226,2014,November,11
321,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nita Tyson,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6,2014,November,11
322,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Fritz Rodriquez,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0.0,13.070999999999998,2014,November,11
323,CA-2014-156601,2014-09-19,2014-09-24,Standard Class,FA-14230,Dawn Berry,Corporate,United States,Long Beach,California,90805,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0.0,3.58,2014,September,9
324,CA-2016-162138,2016-04-23,2016-04-27,Standard Class,GK-14620,Chanda Miranda,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.744,2016,April,4
325,CA-2016-162138,2016-04-23,2016-04-27,Standard Class,GK-14620,Jason Morris,Corporate,United States,Hesperia,California,92345,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99,1,0.0,34.9965,2016,April,4
326,CA-2017-153339,2017-11-03,2017-11-05,Second Class,DJ-13510,Camille Barlow,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.991999999999999,1,0.2,0.999499999999999,2017,November,11
327,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Yoshi Cox,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.898,3,0.4,-67.8762,2016,August,8
328,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Plato Mcdowell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224000000000004,2,0.2,3.3889999999999993,2016,August,8
329,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Gillian French,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016000000001,2016,August,8
330,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Adara Arnold,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24000000000001,10,0.2,33.83099999999999,2016,August,8
331,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Samuel Patel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.76400000000001,6,0.7,-27.693600000000004,2016,August,8
332,US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,Sydney Lyons,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.700000000000003,2016,April,4
333,US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,Lee Sykes,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724000000000004,2,0.7,-13.815999999999995,2016,April,4
334,US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,May David,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896000000000001,3,0.7,-3.427199999999999,2016,April,4
335,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Hedy Bartlett,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752000000000001,1,0.2,1.6037999999999997,2015,September,9
336,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Mercedes Tanner,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.99440000000004,2015,September,9
337,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Joseph Simmons,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.368000000000002,4,0.2,4.489999999999998,2015,September,9
338,CA-2014-129924,2014-07-12,2014-07-17,Standard Class,AC-10420,Yardley Barlow,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712000000000001,2,0.2,2.7956000000000003,2014,July,7
339,CA-2014-129924,2014-07-12,2014-07-17,Standard Class,AC-10420,Courtney Webb,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.3520000000001,3,0.2,-17.458800000000053,2014,July,7
340,CA-2015-128167,2015-06-22,2015-06-26,Second Class,KL-16645,Moses Cleveland,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0.0,2.3312,2015,June,6
341,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Nadine Delgado,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.856,4,0.2,1.1159999999999979,2014,April,4
342,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Jordan Phillips,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.9700000000001,10,0.7,-407.9759999999999,2014,April,4
343,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Blossom Boyd,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.991999999999997,13,0.2,10.072399999999996,2014,April,4
344,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Logan Holmes,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928,12,0.4,8.39159999999999,2014,April,4
345,US-2015-120712,2015-12-20,2015-12-24,Standard Class,CS-12130,Hammett Carrillo,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.80000000000001,4,0.2,-2.220000000000013,2015,December,12
346,CA-2017-169901,2017-06-15,2017-06-19,Standard Class,CC-12550,Rebekah Perkins,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,4.797600000000003,2017,June,6
